id,name,category,rating,reviews
AVpjEN4jLJeJML43rpUe,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Electronics,4,I brought to my 2 nices and so far they are enjoy it ....
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Electronics,4,"I purchased this for a small child to use. She is quite happy with it, however it was a little too slow for my taste."
AVqVGWLKnnc1JgDc3jF1,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Electronics,5,I bought this for a family member with a disability. I didn't see any reviews for this purpose but so far it is working well. I felt the case would help if it was accidentally dropped.
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,4,Seems decent as far as life of the batteries. Good enough to stock up on these for emergencies.
AVqVGWQDv8e3D1O-ldFr,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Electronics,5,This tablet has been the best one for the price we have purchased 3 other tabs for our kids and they have all broke and ran super slow they love them would definitely recommend this to anyone who wants to save a buck but want quality
AVwjfXqqQMlgsOJE8qmm,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",Electronics,5,We have our son Christian with autism he needs a tablet that can with stand being dropped these TABLETS are tough as nails.
AVph0EeEilAPnD_x9myq,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Electronics,4,Kids love playing with it. We use it for netflix and for basic games
AVqkIdZiv8e3D1O-leaJ,"Fire Tablet with Alexa, 7 Display, 16 GB, Magenta - with Special Offers",Electronics,5,I can use my tablet all time and your conecctions is very good
AVph0EeEilAPnD_x9myq,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Electronics,5,"Great tablets, prefer over the Nabi anyday. Love the color choices"
AVzYlGkFvKc47QAVeZRI,"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",Electronics,5,"I purchased this tablet for my girlfriend who had the original Amazon Tablet that just stopped working. So from what she says it's really fast, easy to use, loves the Alexa and claims that the picture quality is amazing."
AVph0EeEilAPnD_x9myq,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Electronics,4,"We recently bought this tablet for my 3 year old son and he loves it! It is easy to use, have lots of apps available, the cover is durable and it comes with a 2 year warranty! The only problem for us is the battery won't last.. Overall an amazing tablet!"
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,Great value for the price.
AVpfw2hvilAPnD_xh0rH,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case","Toys & Games,Electronics",5,Great customer service at Best Buy I was able to navigate through the product before actually purchasing it I will def be back and highly recommend it
AVpjEN4jLJeJML43rpUe,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Electronics,5,"(accidentally posted the wrong review for wrong tablet earlier)This tablet is a steal for the price. I have an old version but bought this one for my sister. You can read books, magazines, stream shows, play games, stream music, and use almost any big named app you can get on google play or apple store. It also gives you a month free of Amazon Prime which gives you so much more to do with this tablet. Honestly considering buying one myself a new one."
AVqVGWLKnnc1JgDc3jF1,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Electronics,5,"I especially loved the bumper that protects it! He absolutely loved this gift! It has parental control. It has the ability to buy games that are educational for him; and we are all thrilled with it....myself, his parents and our little guy!!!!"
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Health & Beauty,3,love it
AVpfw2hvilAPnD_xh0rH,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case","Toys & Games,Electronics",5,"My niece is 2 years old and she absolutely loves this tablet. It's easy for her to use and navigate through. Plus, it has parental controls which I love. Definitely recommend it."
AVqVGZQBQMlgsOJE6eUb,"Kindle Oasis E-reader with Leather Charging Cover - Walnut, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers","Electronics,Media",4,"This kindle is awesome. I love the design of it. Nothing software wise that was different than my other kindle but the way it's designed makes it much more comfortable and easier to read. The only reason I didn't give it five stars was because of the price. If it were cheaper, this kindle would have been five stars no doubt."
AVqVGZSEQMlgsOJE6eUc,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers","Office Supplies,Electronics",5,It is just like reading a book only it's way more convenient! The background has the same look as the pages of a real book.
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,"Cheap batteries for the win! They work. They last a reasonable amount of time. I can't compare to other brands because I don't track batteries that closely, but they last long enough for me. I would buy again."
AVqVGWLKnnc1JgDc3jF1,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Electronics,4,My grandkids love's it always on it great learning tool
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Health & Beauty,2,they need to be change to offen
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Electronics,5,This is my 4 the Kindle and is well worth the price.
AVzYlGkFvKc47QAVeZRI,"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",Electronics,4,Bought it for my daughter and she loves it. The picture quality is good
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,Excellent
AVpjEN4jLJeJML43rpUe,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Electronics,5,I would recommend this excellent Amazon - Fire 7 Tablet product
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Electronics,4,Best budget tablet out there. Hasn't everything you need for someone who uses a tablet here and there.
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Health & Beauty,2,Wore out quickly
AVpjEN4jLJeJML43rpUe,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Electronics,5,Very pleased with the quality of this tablet and I was fortunate that it was on sale at the time of purchase
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,"Minimalist packaging, good quality, fast shipping. My new preferred method of stocking up on batteries."
AVpjEN4jLJeJML43rpUe,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Electronics,3,is a God tablet but the camera could be a little better
AVphPmHuilAPnD_x3E5h,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers",Electronics,5,"The more I thought about using my phone to read ebooks, the less I wanted to read. But the Voyage has gotten me back into reading. Light. Holds charge for week at least. Only request is I wish it could do white letters on black at night."
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,great buy !!
AVpjEN4jLJeJML43rpUe,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Electronics,5,"I have had 4 kindles over the years , got to have one to read my books & relax"
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Health & Beauty,5,Nice cheap batteries. A lot of them for the price . Will buy again in like 2 years lol
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,"Work great, I would say average replace time."
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,Great deal! Love Amazon basics batteries
AVpfw2hvilAPnD_xh0rH,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case","Toys & Games,Electronics",5,"Verified PurchaseI got the kids version because this is mainly for my toddler. I know, I know, yes I did get this for my toddler. He is always interested in the learning apps we get on our phone for him so we figured this would be perfect."
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,Great batteries! They hold up well compared to my energizer or Duracell batteries. I wouldn't say they are equal to energizer or Duracell but they work great!
AVph0EeEilAPnD_x9myq,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Electronics,5,Very durable and easy to use. Last for several years with all that it can do.
AVwjfXp4QMlgsOJE8qmk,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",Electronics,5,Purchased for a 3 and 4 yr old grandchild for preschool. Software included will take them many years ahead. Both children just took off with scheduled programs. Very solid instrument easy parental control setup. Best life investment ever. Very happy and so are the kids.
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Electronics,5,This is a great tablet for my teen. She loves it and the price can't be beat!
AVpfw2hvilAPnD_xh0rH,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case","Toys & Games,Electronics",4,Great tablet. Great performance and is stable. I have ipads and other tablets and I really enjoy reading and watching shows on my kindle fire vs any other tabletThe kid version is kind of annoying. So.many. apps.. ugh. And kids dont understand that they have to wait longer if they're going to download 100 apps at one time..
AVpjEN4jLJeJML43rpUe,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Electronics,5,"bought this kindle for my grandson, he loves it and it very easy to use"
AVqVGWQDv8e3D1O-ldFr,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Electronics,4,Good tablet for basic needs. Screens resolution is pretty good. Mostly using for reading and sometimes for watching movies/shows. Great feature is the possibility to use the card to expand the memory. Good product for great price!
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Health & Beauty,4,"As advertised, I have not had any problems."
AVqVGWLKnnc1JgDc3jF1,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Electronics,4,"my son loves it, is on it all the time, loves all the games. always trying to download all things all the time."
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Health & Beauty,5,Great price and these batteries last just as long as any others
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Health & Beauty,5,Cheap batteries and last about as long as the name brand batteries.
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Health & Beauty,4,So far so good as far as batteries go. I order them under subscribe and save. Makes the price even better and we always have plenty for our toddler.
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Health & Beauty,5,These batteries are less expensive and have more charge than most store-bought batteries. You'd have to be insane to not buy them.
AVpfw2hvilAPnD_xh0rH,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case","Toys & Games,Electronics",5,Bought this for my son for Christmas and he loves it! Has so many apps I can download that he loves.
AVpfw2hvilAPnD_xh0rH,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case","Toys & Games,Electronics",5,This is great for learning for little kids. Easy set up. in about a hours time my 3 yrs grandson new how to navigate through the whole system. Well made for kids in mind.
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Electronics,5,We have had a hard time with tablets and our 8 year old who has been down loading apps since she was around 3-4 years of age so far this tablet has survived everything except the constant draining of battery when used by her .
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,great batteries
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,Very happy with these!!
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,well worth it
AVzYlGkFvKc47QAVeZRI,"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",Electronics,5,Bought for my daughter she loves it does everything she needs
AVqVGWQDv8e3D1O-ldFr,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Electronics,5,"I ""retired"" an earlier version and this new souped up model more than meets my needs, and the battery lasts so much longer!!"
AVpfpK8KLJeJML43BCuD,Amazon Tap Smart Assistant Alexaenabled (black) Brand New,Electronics,5,Gift for my wife to listen to her music when she's sewing plus being able to purchase supplies as she runs out.
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,They're batteries.
AVpfpK8KLJeJML43BCuD,Amazon Tap Smart Assistant Alexaenabled (black) Brand New,Electronics,5,"Overall, I am very impressed with the Amazon Tap. The sound quality isn't the best out there, but the portability makes up for this. The volume is decent as well. There were a few issues with connectivity over the holidays, but for the past month it has been flawless. Very satisfied with purchase."
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,4,Good batteries. Better than some off brand you'd find on Ebay or bulk supplier. Not as great as Duracell but close. I'll stick to buying these.
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Health & Beauty,5,"Seem to work as well as the big brands at half the cost, no brainer buy. I'm about to get the AAA batteries."
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Electronics,4,Great stuff to have. It is a good tool to help your kids go out and find knowledge! And this does help. Wanting knowledge should still be encourage.
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Health & Beauty,5,I did a simple test with 2 identical falmeless candles that run on 2 AAs. Amazon Basics AA kept the candle going as long and bright as brand new Energizers. Pretty darn good deal!!
AVqVGWQDv8e3D1O-ldFr,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Electronics,4,This product is very easy to set up and use. Has lots of great features that make it fun and easy for kids to play games and read books.
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,excellent
AVqkIdZiv8e3D1O-leaJ,"Fire Tablet with Alexa, 7 Display, 16 GB, Magenta - with Special Offers",Electronics,5,"This tablet was a gift for my father-in-law and is his first tablet ever. He is really enjoying getting to know his way around it. It's definitely user friendly and perfect for reading, music, and things like that!"
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,Perfect!
AVqVGWQDv8e3D1O-ldFr,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Electronics,4,We love our tablets waiting recommend it to my friends
AVzYlGkFvKc47QAVeZRI,"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",Electronics,3,Worth the price. Added this to my collection mainly for audible books. Don’t like the OS much.
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,1,"I purchased the AA batteries for my Nest smoke detectors. The batteries that came with the Nest lasted for a couple of years, so I expected similar performance from the Amazon AA's. In less than 2 months after my purchase, the Nest indicated that they had to be replaced again. This product is not to Amazon's expected standards. I will give it a miss."
AVpfw2hvilAPnD_xh0rH,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case","Toys & Games,Electronics",5,"My other daughter has this same tablet, so I knew it would be a winner with my other child as well."
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Electronics,5,This is a good tablet for the price. I dont have a lot of apps. I use more for reading and watch videos. I think is a good deal.
AVpfw2hvilAPnD_xh0rH,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case","Toys & Games,Electronics",4,My son loves this thing. He is always on it. Great learning tool and it keeps him entertained
AVqVGWQDv8e3D1O-ldFr,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Electronics,5,Has all of the functions of the expensive iPads and works great for fraction of the cost!!!
AVpfw2hvilAPnD_xh0rH,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case","Toys & Games,Electronics",5,"It's get for my 6 and 4 year old boys, and they love them"
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,1,Not good
AVqVGWLKnnc1JgDc3jF1,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Electronics,5,It's the perfect tablet for a kid to watch cartoons and play games. The protection is awesome!
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Health & Beauty,3,"These do not last nearly as long as a name brand battery. So considering the cost/benefit, i'm not really sure if they are any better"
AVpfw2hvilAPnD_xh0rH,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case","Toys & Games,Electronics",5,This is all around a great tablet. My 1yr old can use it with ease. Also love how we can change the profiles to suit adults as well. Would recommend to anyone and all ages.
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Electronics,5,The Kindle is great! It's easy to set up and I've found all the books that I wanted.
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,5,"Works great so far, only small gripe is they stink (like paint thinner). Weird yes I know, but nonetheless they work and that's all that counts!"
AVpfw2hvilAPnD_xh0rH,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case","Toys & Games,Electronics",5,Kid friendly Great appsChild can learn many things with this tablet
AVqkIh9HQMlgsOJE6fu_,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Blue",Electronics,4,Great tab for my kids. This is the third fire tablet that we have purchased for our kids.
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Health & Beauty,1,"They are too cheap, please buy rechargeable batteries instead of wasting the environment!"
